Crawl_Date,Actual_Time,Flight_Time,Origin,IATA,Airline,Flight_No,Terminal,Arrival_Runway,Status,Tail_Number,Aircraft_Type,Category
2025-12-26,23:57,04:35,Seoul,ICN,T'way Air,TW61,2,11L,Landed,HL8047,B738,passenger
2025-12-26,23:50,00:58,Da Nang,DAD,VietJet Air,VJ522,1,11L,Landed,VN-A542,A321,passenger
2025-12-26,23:46,01:38,Ho Chi Minh City,SGN,Vietnam Airlines,VN260,1,11L,Landed,VN-A889,A359,passenger
2025-12-26,23:43,01:43,Ho Chi Minh City,SGN,Sun PhuQuoc Airways,SPQ882,1,11L,Landed,VN-A281,A21N,passenger
2025-12-26,23:40,12:56,Anchorage,ANC,UPS,5X72,0,11L,Landed,N609UP,B748,cargo
2025-12-26,23:37,01:39,Da Lat,DLI,VietJet Air,VJ410,1,11L,Landed,VN-A677,A321,passenger
2025-12-26,23:32,01:48,Can Tho,VCA,Vietnam Airlines,VN1206,1,11L,Landed,VN-A625,A21N,passenger
2025-12-26,23:27,00:57,Da Nang,DAD,VietJet Air,VJ520,1,11L,Landed,VN-A689,A320,passenger
2025-12-26,23:22,01:42,Ho Chi Minh City,SGN,VietJet Air,VJ190,1,11L,Landed,VN-A523,A21N,passenger
2025-12-26,23:13,01:46,Ho Chi Minh City,SGN,Vietnam Airlines,VN7240,1,11L,Landed,VN-A501,A21N,passenger
2025-12-26,23:10,01:01,Da Nang,DAD,Vietnam Airlines,VN7160,1,11L,Landed,VN-A334,A321,passenger
2025-12-26,23:06,02:44,Kuala Lumpur,KUL,Vietnam Airlines,VN680,2,11L,Landed,VN-A357,A321,passenger
2025-12-26,23:02,01:45,Ho Chi Minh City,SGN,Bamboo Airways,QH286,1,11L,Landed,VN-A585,A321,passenger
2025-12-26,22:59,01:41,Guangzhou,CAN,China Southern Airlines,CZ371,2,11L,Landed,B-303W,A21N,passenger
2025-12-26,22:56,01:09,Da Nang,DAD,N/A,VN6070,1,11L,Landed,VN-A363,A321,passenger
2025-12-26,22:53,01:59,Can Tho,VCA,VietJet Air,VJ464,1,11L,Landed,VN-A662,A320,passenger
2025-12-26,22:51,01:11,Hue,HUI,VietJet Air,VJ568,1,11L,Landed,VN-A663,A320,passenger
2025-12-26,22:48,01:53,Ho Chi Minh City,SGN,Vietnam Airlines,VN220,1,29R,Landed,VN-A863,B789,passenger
2025-12-26,22:46,01:53,Ho Chi Minh City,SGN,VietJet Air,VJ180,1,11L,Landed,VN-A817,A333,passenger
2025-12-26,22:42,02:48,Zhengzhou,CGO,Air Central,GI4201,0,11L,Landed,B-220L,B738,cargo
2025-12-26,22:39,01:39,Nha Trang,CXR,Vietnam Airlines,VN1562,1,11L,Landed,VN-A393,A321,passenger
2025-12-26,22:36,05:46,Tokyo,NRT,All Nippon Airways,NH897,2,11L,Landed,JA836A,B789,passenger
2025-12-26,22:34,01:48,Ho Chi Minh City,SGN,VietJet Air,VJ166,1,11L,Landed,VN-A544,A321,passenger
2025-12-26,22:30,05:53,Tokyo,NRT,Japan Airlines,JL751,2,11L,Landed,JA619J,B763,passenger
2025-12-26,22:28,01:48,Ho Chi Minh City,SGN,VietJet Air,VJ196,1,11L,Landed,VN-A820,A333,passenger
2025-12-26,22:25,01:47,Hong Kong,HKG,Cathay Pacific,CX3147,0,11L,Landed,B-LIA,B744,cargo
2025-12-26,22:21,01:44,Ho Chi Minh City,SGN,Vietnam Airlines,VN7204,1,11L,Landed,VN-A605,A321,passenger
2025-12-26,22:19,04:23,Seoul,ICN,Asiana Airlines,OZ733,2,11L,Landed,HL7578,A359,passenger
2025-12-26,22:15,04:27,Seoul,ICN,Korean Air,KE447,2,11L,Landed,HL8393,B789,passenger
2025-12-26,22:13,01:40,Ho Chi Minh City,SGN,Vietnam Airlines,VN252,1,11L,Landed,VN-A878,B78X,passenger
2025-12-26,22:11,01:07,Da Nang,DAD,Vietnam Airlines,VN188,1,11L,Landed,VN-A515,A20N,passenger
2025-12-26,22:07,01:53,Hong Kong,HKG,HK express,UO542,2,11L,Landed,B-KKM,A21N,passenger
2025-12-26,22:04,01:41,Phnom Penh,KTI,Vietnam Airlines,VN922,2,11L,Landed,VN-A324,A321,passenger
2025-12-26,22:01,01:40,Macau,MFM,Air Macau,NX982,2,11L,Landed,B-MBT,A21N,passenger
2025-12-26,21:59,05:17,Osaka,KIX,VietJet Air,VJ931,2,11L,Landed,VN-A539,A21N,passenger
2025-12-26,21:56,01:29,Bangkok,BKK,Vietnam Airlines,VN618,2,11L,Landed,VN-A399,A321,passenger
2025-12-26,21:52,01:39,Ho Chi Minh City,SGN,Vietnam Airlines,VN262,1,11L,Landed,VN-A873,B78X,passenger
2025-12-26,21:50,01:40,Chengdu,TFU,Sichuan Airlines,3U3905,2,11L,Landed,B-6955,A320,passenger
2025-12-26,21:47,01:00,Da Nang,DAD,Vietnam Airlines,VN7184,1,11L,Landed,VN-A622,A21N,passenger
2025-12-26,21:43,01:45,Ho Chi Minh City,SGN,BBN Airlines Indonesia,QH268,1,11L,Landed,PK-BBK,B739,passenger
2025-12-26,21:39,05:34,Tokyo,HND,Vietnam Airlines,VN385,2,11L,Landed,VN-A866,B789,passenger
2025-12-26,21:35,04:17,Seoul,ICN,CMA CGM Air Cargo,5Y8529,0,11L,Landed,N760GT,B77L,cargo
2025-12-26,21:30,01:45,Ho Chi Minh City,SGN,VietJet Air,VJ152,1,11L,Landed,VN-A666,A320,passenger
2025-12-26,21:26,00:41,Luang Prabang,LPQ,Vietnam Airlines,VN930,2,11L,Landed,VN-A325,A321,passenger
2025-12-26,21:23,01:03,Da Nang,DAD,Vietnam Airlines,VN7196,1,11L,Landed,VN-A353,A321,passenger
2025-12-26,21:20,00:36,Dien Bien Phu,DIN,Vietnam Airlines,VN7803,1,11L,Landed,VN-A331,A321,passenger
2025-12-26,21:17,04:40,Denpasar,DPS,VietJet Air,VJ998,2,11L,Landed,VN-A535,A321,passenger
2025-12-26,21:14,01:39,Ho Chi Minh City,SGN,Vietnam Airlines,VN258,1,11L,Landed,VN-A888,A359,passenger
2025-12-26,21:11,02:54,Taipei,TPE,VietJet Air,VJ943,2,11L,Landed,VN-A538,A21N,passenger
2025-12-26,21:03,00:51,Vientiane,VTE,Vietnam Airlines,VN920,2,11L,Landed,VN-A326,A321,passenger
2025-12-26,20:59,01:23,Bangkok,BKK,FedEx,FX6002,0,11L,Landed,N126FE,B763,cargo
2025-12-26,20:56,06:04,Tokyo,NRT,VietJet Air,VJ935,2,11L,Landed,VN-A545,A21N,passenger
2025-12-26,20:52,01:21,Siem Reap,SAI,VietJet Air,VJ914,2,11L,Landed,VN-A632,A321,passenger
2025-12-26,20:49,01:28,Bangkok,DMK,AirAsia,FD644,2,11L,Landed,HS-EAB,A21N,passenger
2025-12-26,20:47,01:39,Shenzhen,SZX,China Southern Airlines,CZ8083,2,11L,Landed,B-9913,A320,passenger
2025-12-26,20:44,01:43,Phu Quoc,PQC,Sun PhuQuoc Airways,SPQ1230,1,11L,Landed,VN-A284,A21N,passenger
2025-12-26,20:40,04:18,Seoul,ICN,Vietnam Airlines,VN415,2,11L,Landed,VN-A891,A359,passenger
2025-12-26,20:36,01:38,Ho Chi Minh City,SGN,Vietnam Airlines,VN218,1,11L,Landed,VN-A872,B78X,passenger
2025-12-26,20:34,01:42,Ho Chi Minh City,SGN,Sun PhuQuoc Airways,SPQ868,1,11L,Landed,VN-A280,A321,passenger
2025-12-26,20:30,01:42,Phu Quoc,PQC,VietJet Air,VJ1440,1,11L,Landed,VN-A647,A321,passenger
2025-12-26,20:27,00:59,Da Nang,DAD,Vietravel Airlines,VU658,1,11L,Landed,VN-A129,A321,passenger
2025-12-26,20:21,01:00,Da Nang,DAD,VietJet Air,VJ516,1,11L,Landed,VN-A650,A320,passenger
2025-12-26,20:16,01:20,Bangkok,BKK,VietJet Air,VJ904,2,11L,Landed,VN-A648,A321,passenger
2025-12-26,20:12,01:46,Hong Kong,HKG,Cathay Pacific,CX2047,0,11L,Landed,B-LIE,B744,cargo
2025-12-26,20:10,01:43,Ho Chi Minh City,SGN,Vietravel Airlines,VU780,1,11L,Landed,VN-A136,A320,passenger
2025-12-26,20:07,01:29,Yangon,RGN,Myanmar Airways International,8M450,2,11L,Landed,XY-ALN,A319,passenger
2025-12-26,20:03,02:43,Taichung,RMQ,VietJet Air,VJ949,2,11L,Landed,VN-A634,A321,passenger
2025-12-26,19:57,02:46,Singapore,SIN,VietJet Air,VJ916,2,11L,Landed,VN-A548,A21N,passenger
2025-12-26,19:53,01:20,Siem Reap,SAI,Vietnam Airlines,VN836,2,11L,Landed,VN-A397,A321,passenger
2025-12-26,19:48,01:44,Ho Chi Minh City,SGN,Bamboo Airways,QH262,1,11L,Landed,ER-00005,A320,passenger
2025-12-26,19:45,01:02,Da Nang,DAD,Bamboo Airways,QH148,1,11L,Landed,VN-A227,A321,passenger
2025-12-26,19:41,01:16,Qui Nhon,UIH,VietJet Air,VJ432,1,11L,Landed,VN-A689,A320,passenger
2025-12-26,19:38,01:04,Da Nang,DAD,Vietnam Airlines,VN180,1,11L,Landed,VN-A514,A20N,passenger
2025-12-26,19:36,01:39,Phnom Penh,KTI,Air Cambodia,K6850,2,11L,Landed,XU-350,A321,passenger
2025-12-26,19:33,01:01,Hue,HUI,Vietnam Airlines,VN1544,1,11L,Landed,VN-A616,A21N,passenger
2025-12-26,19:29,01:03,Da Nang,DAD,Vietnam Airlines,VN174,1,11L,Landed,VN-A338,A321,passenger
2025-12-26,19:27,02:40,Xi'an,XIY,China Eastern Airlines,MU867,2,11L,Landed,B-308A,A20N,passenger
2025-12-26,19:22,01:42,Ho Chi Minh City,SGN,Vietnam Airlines,VN254,1,11L,Landed,VN-A879,B78X,passenger
2025-12-26,19:19,01:18,Pleiku,PXU,VietJet Air,VJ424,1,11L,Landed,VN-A542,A321,passenger
2025-12-26,19:17,01:38,Chongqing,CKG,West Air,PN6423,2,11L,Landed,B-302F,A20N,passenger
2025-12-26,19:14,01:49,Hong Kong,HKG,Hong Kong Airlines,HX528,2,11L,Landed,B-LPV,A320,passenger
2025-12-26,19:10,01:25,Bangkok,BKK,Thai Airways,TG564,2,29L,Landed,HS-TXT,A320,passenger
2025-12-26,19:09,01:44,Chengdu,TFU,Chengdu Airlines,EU2863,2,11L,Landed,B-8609,A320,passenger
2025-12-26,19:03,00:34,Vinh,VII,Vietnam Airlines,VN1718,1,11L,Landed,VN-A505,A21N,passenger
2025-12-26,18:54,01:01,Da Nang,DAD,VietJet Air,VJ512,1,11L,Landed,VN-A673,A321,passenger
2025-12-26,18:43,03:31,Beijing,PEK,Vietnam Airlines,VN513,2,11L,Landed,VN-A398,A321,passenger
2025-12-26,18:40,03:56,Jakarta,CGK,VietJet Air,VJ928,2,11L,Landed,VN-A663,A320,passenger
2025-12-26,18:39,01:45,Guangzhou,CAN,China Southern Airlines,CZ8177,2,11L,Landed,B-9952,A320,passenger
2025-12-26,18:34,01:43,Shenzhen,SZX,Shenzhen Airlines,ZH105,2,11L,Landed,B-1516,B738,passenger
2025-12-26,18:31,01:27,Buon Ma Thuot,BMV,VietJet Air,VJ1492,1,11L,Landed,VN-A676,A320,passenger
2025-12-26,18:28,01:38,Da Lat,DLI,Vietnam Airlines,VN1576,1,11L,Landed,VN-A334,A321,passenger
2025-12-26,18:25,01:42,Ho Chi Minh City,SGN,Vietnam Airlines,VN216,1,11L,Landed,VN-A870,B789,passenger
2025-12-26,18:23,01:32,Nha Trang,CXR,Vietnam Airlines,VN1558,1,11L,Landed,VN-A508,A21N,passenger
2025-12-26,18:20,01:43,Phu Quoc,PQC,Sun PhuQuoc Airways,SPQ1216,1,11L,Landed,VN-A279,A321,passenger
2025-12-26,18:16,01:41,Ho Chi Minh City,SGN,VietJet Air,VJ194,1,11L,Landed,VN-A547,A21N,passenger
2025-12-26,18:14,01:04,Da Nang,DAD,VietJet Air,VJ514,1,11L,Landed,VN-A655,A320,passenger
2025-12-26,18:11,02:51,Kaohsiung,KHH,VietJet Air,VJ947,2,11L,Landed,VN-A698,A321,passenger
