Route,Origin,Destination,Dep_Index,Flight_No,Dep_Event_Time,Scheduled_Time,Dep_Service_Date,Reason,Action,Drop_Reason
HAN->SGN,HAN,SGN,17880,VJ1242,2026-02-12 16:30:00,15:40,2026-02-12,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,17900,VJ374,2026-02-12 14:56:00,14:10,2026-02-12,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,17933,K6817,2026-02-12 13:15:00,13:00,2026-02-12,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,17938,VJ206,2026-02-12 12:55:00,11:30,2026-02-12,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,17975,VN7042,2026-02-12 10:13:00,06:15,2026-02-12,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,17993,VN7006,2026-02-12 09:16:00,06:30,2026-02-12,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,18011,VN1380,2026-02-12 08:03:00,06:15,2026-02-12,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,18028,VN1821,2026-02-12 06:54:00,05:40,2026-02-12,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,18041,VJ1368,2026-02-12 05:11:00,02:40,2026-02-12,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,18042,VN7060,2026-02-12 05:08:00,03:40,2026-02-12,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,18118,VU552,2026-02-13 22:28:00,21:05,2026-02-13,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,18152,VJ280,2026-02-13 20:06:00,18:15,2026-02-13,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,18188,VN657,2026-02-13 18:01:00,16:20,2026-02-13,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,18208,VJ600,2026-02-13 16:58:00,16:25,2026-02-13,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,18248,VN1276,2026-02-13 14:24:00,11:35,2026-02-13,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,18308,VN502,2026-02-13 10:37:00,10:15,2026-02-13,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,18444,VN7066,2026-02-14 23:47:00,23:15,2026-02-14,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,18466,VN256,2026-02-14 22:17:00,20:30,2026-02-14,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,18489,AK525,2026-02-14 20:55:00,20:15,2026-02-14,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,18492,VJ1831,2026-02-14 20:43:00,16:00,2026-02-14,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,18546,VJ1242,2026-02-14 17:07:00,15:40,2026-02-14,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,18636,CI782,2026-02-14 11:55:00,11:00,2026-02-14,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,18700,VJ622,2026-02-14 07:47:00,07:20,2026-02-14,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,18724,VN7460,2026-02-14 05:54:00,05:40,2026-02-14,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,18740,MU7606,2026-02-14 03:42:00,03:10,2026-02-14,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,18783,VJ642,2026-02-14 00:41:00,22:40,2026-02-13,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,18817,VN148,2026-02-15 22:18:00,20:55,2026-02-15,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,18818,9G882,2026-02-15 22:16:00,21:25,2026-02-15,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,18820,VN7020,2026-02-15 21:58:00,21:30,2026-02-15,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,18840,QH1544,2026-02-15 20:40:00,20:10,2026-02-15,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,18878,VJ805,2026-02-15 18:26:00,17:35,2026-02-15,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,18985,VN8057,2026-02-15 11:45:00,11:35,2026-02-15,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,19005,VJ811,2026-02-15 10:20:00,08:50,2026-02-15,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,19310,9G1959,2026-02-16 10:08:00,09:55,2026-02-16,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,19625,VN8057,2026-02-17 09:24:00,08:50,2026-02-17,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,19816,VJ1264,2026-02-18 15:48:00,15:48,2026-02-18,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,19878,VN126,2026-02-18 11:41:00,11:05,2026-02-18,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,19952,VN110,2026-02-18 07:16:00,07:05,2026-02-18,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,19954,VJ176,2026-02-18 07:08:00,06:50,2026-02-18,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,20014,VN7378,2026-02-19 23:29:00,23:29,2026-02-19,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,20037,VN260,2026-02-19 21:23:00,21:00,2026-02-19,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,20041,VJ1244,2026-02-19 21:07:00,19:35,2026-02-19,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,20084,VJ396,2026-02-19 18:28:00,16:50,2026-02-19,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,20086,K6829,2026-02-19 18:19:00,17:50,2026-02-19,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,20104,MU9634,2026-02-19 17:12:00,16:55,2026-02-19,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,20108,VJ1388,2026-02-19 16:57:00,15:50,2026-02-19,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,20339,0V7438,2026-02-20 22:40:00,22:40,2026-02-20,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,20340,VJ640,2026-02-20 22:35:00,21:25,2026-02-20,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,20358,VJ1376,2026-02-20 20:55:00,19:50,2026-02-20,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,20361,QH268,2026-02-20 20:46:00,19:35,2026-02-20,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,20402,VN1386,2026-02-20 18:26:00,17:25,2026-02-20,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,20442,VN232,2026-02-20 16:20:00,15:30,2026-02-20,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,20533,9G1959,2026-02-20 10:26:00,09:55,2026-02-20,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,20610,VJ1372,2026-02-20 05:20:00,05:00,2026-02-20,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,20611,MU7258,2026-02-20 05:15:00,04:40,2026-02-20,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,20683,AI2389,2026-02-21 21:36:00,20:55,2026-02-21,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,20711,VN1350,2026-02-21 20:13:00,19:50,2026-02-21,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,20712,SQ185,2026-02-21 20:10:00,19:50,2026-02-21,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,20730,VJ1246,2026-02-21 19:07:00,18:20,2026-02-21,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,20772,VN813,2026-02-21 16:44:00,16:30,2026-02-21,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,20861,VJ628,2026-02-21 10:39:00,09:45,2026-02-21,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,20885,VJ1252,2026-02-21 09:17:00,05:30,2026-02-21,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,20948,VN7282,2026-02-21 03:26:00,03:26,2026-02-21,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,21008,JQ62,2026-02-22 22:43:00,22:40,2026-02-22,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,21010,VU684,2026-02-22 22:34:00,19:10,2026-02-22,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,21075,VJ1260,2026-02-22 18:52:00,16:45,2026-02-22,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,21091,VN1180,2026-02-22 17:52:00,17:05,2026-02-22,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,21208,FD657,2026-02-22 10:19:00,09:45,2026-02-22,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,21257,VN110,2026-02-22 07:16:00,07:05,2026-02-22,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,21294,VN7182,2026-02-22 02:24:00,02:24,2026-02-22,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,21320,VN31,2026-02-22 00:46:00,23:50,2026-02-21,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,21351,VN9468,2026-02-23 22:35:00,22:35,2026-02-23,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,21359,VJ173,2026-02-23 22:09:00,19:05,2026-02-23,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,21392,VJ376,2026-02-23 19:56:00,17:25,2026-02-23,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,21448,VN7172,2026-02-23 16:31:00,15:45,2026-02-23,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,21486,AK1493,2026-02-23 13:57:00,13:25,2026-02-23,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,21529,VJ274,2026-02-23 11:15:00,10:50,2026-02-23,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,21555,TR305,2026-02-23 09:32:00,09:05,2026-02-23,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,21574,JL750,2026-02-23 08:11:00,07:50,2026-02-23,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,21599,VN7270,2026-02-23 06:44:00,06:35,2026-02-23,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,21642,VN7182,2026-02-23 01:51:00,01:51,2026-02-23,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,21645,VJ1382,2026-02-23 01:41:00,01:41,2026-02-23,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,21684,VJ1622,2026-02-24 23:03:00,21:05,2026-02-24,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,21723,VN1186,2026-02-24 20:06:00,18:35,2026-02-24,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,21786,SQ183,2026-02-24 16:39:00,16:15,2026-02-24,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,21910,K6809,2026-02-24 08:51:00,08:20,2026-02-24,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,21932,VJ1252,2026-02-24 07:29:00,07:29,2026-02-24,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,21950,VN7296,2026-02-24 06:28:00,06:05,2026-02-24,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,21984,VN7182,2026-02-24 02:06:00,02:06,2026-02-24,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,21986,VJ1314,2026-02-24 01:56:00,01:56,2026-02-24,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,22023,VN7010,2026-02-25 23:26:00,22:05,2026-02-25,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,22037,VJ1622,2026-02-25 22:19:00,21:05,2026-02-25,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,22039,VJ640,2026-02-25 22:11:00,21:25,2026-02-25,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,22059,VN142,2026-02-25 20:31:00,18:55,2026-02-25,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,22086,VN98,2026-02-25 19:02:00,18:40,2026-02-25,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,22123,VN7462,2026-02-25 17:03:00,16:50,2026-02-25,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,22260,VJ304,2026-02-25 08:26:00,07:50,2026-02-25,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,22371,VN7294,2026-02-26 23:07:00,21:05,2026-02-26,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,22376,VJ3908,2026-02-26 22:29:00,21:45,2026-02-26,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,22393,VN1835,2026-02-26 21:14:00,20:30,2026-02-26,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,22397,VJ316,2026-02-26 20:54:00,19:10,2026-02-26,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,22439,VJ3948,2026-02-26 18:30:00,18:05,2026-02-26,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,22441,TR303,2026-02-26 18:25:00,17:35,2026-02-26,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,22504,VU550,2026-02-26 14:14:00,13:15,2026-02-26,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,22532,MF894,2026-02-26 12:41:00,12:25,2026-02-26,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,22550,VN631,2026-02-26 11:20:00,10:30,2026-02-26,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,22571,VJ811,2026-02-26 10:02:00,08:50,2026-02-26,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,22639,VN8073,2026-02-26 06:01:00,05:40,2026-02-26,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,22661,JQ64,2026-02-26 02:49:00,22:40,2026-02-25,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,22680,HO1328,2026-02-26 01:10:00,00:25,2026-02-26,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,22696,9C7558,2026-02-26 00:09:00,23:30,2026-02-25,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,22718,VJ158,2026-02-27 22:23:00,21:20,2026-02-27,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,22773,VJ1246,2026-02-27 19:00:00,18:20,2026-02-27,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,22792,VN1386,2026-02-27 17:43:00,17:25,2026-02-27,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,22821,QH207,2026-02-27 16:04:00,08:40,2026-02-27,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,22837,CZ8466,2026-02-27 15:04:00,14:30,2026-02-27,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,22852,VN132,2026-02-27 14:06:00,13:30,2026-02-27,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,22892,MH751,2026-02-27 11:33:00,11:00,2026-02-27,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,22912,VN502,2026-02-27 10:31:00,10:15,2026-02-27,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,23047,VN7211,2026-02-28 22:54:00,21:40,2026-02-28,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,23424,VJ1801,2026-03-01 19:38:00,19:15,2026-03-01,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,23490,VN7172,2026-03-01 16:09:00,15:45,2026-03-01,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,23555,CI782,2026-03-01 11:35:00,11:00,2026-03-01,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,23577,FD657,2026-03-01 10:08:00,09:45,2026-03-01,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,23606,CZ368,2026-03-01 08:14:00,08:00,2026-03-01,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,23624,VN7270,2026-03-01 06:55:00,06:35,2026-03-01,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,23647,ZH118,2026-03-01 03:09:00,02:50,2026-03-01,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,23711,VJ640,2026-03-02 22:22:00,21:25,2026-03-02,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,23713,VN7082,2026-03-02 22:12:00,22:12,2026-03-02,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,23735,VJ282,2026-03-02 20:29:00,20:00,2026-03-02,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,23757,VN609,2026-03-02 18:55:00,18:40,2026-03-02,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,23784,VN570,2026-03-02 17:08:00,16:50,2026-03-02,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,24724,VN1414,2026-03-05 18:34:00,18:10,2026-03-05,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,24899,QH204,2026-03-05 07:19:00,07:10,2026-03-05,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,24902,VN110,2026-03-05 07:15:00,07:05,2026-03-05,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,25037,VJ648,2026-03-06 18:46:00,18:15,2026-03-06,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,25062,VN1374,2026-03-06 17:27:00,16:20,2026-03-06,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,25805,VN7893,2026-03-08 10:17:00,10:00,2026-03-08,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,25828,VJ394,2026-03-08 09:01:00,08:20,2026-03-08,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,25876,VN8051,2026-03-08 05:19:00,05:15,2026-03-08,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,25943,VJ646,2026-03-09 21:06:00,20:40,2026-03-09,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,25966,VN258,2026-03-09 19:24:00,19:00,2026-03-09,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,26018,SQ183,2026-03-09 16:26:00,16:15,2026-03-09,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,26110,VN210,2026-03-09 10:25:00,10:00,2026-03-09,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,26177,VJ380,2026-03-09 06:23:00,05:50,2026-03-09,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,26219,VJ868,2026-03-09 00:48:00,00:05,2026-03-09,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,26243,VJ636,2026-03-10 23:07:00,23:00,2026-03-10,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,26268,VJ316,2026-03-10 20:43:00,19:35,2026-03-10,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,26314,VJ250,2026-03-10 17:45:00,17:05,2026-03-10,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,26343,VN8069,2026-03-10 15:54:00,15:30,2026-03-10,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,26434,QH154,2026-03-10 10:20:00,10:05,2026-03-10,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,26457,VJ184,2026-03-10 08:43:00,08:15,2026-03-10,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,26482,VN110,2026-03-10 07:09:00,07:05,2026-03-10,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,26501,VN8073,2026-03-10 05:55:00,05:40,2026-03-10,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,26502,9G802,2026-03-10 05:52:00,05:45,2026-03-10,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,26572,VJ3900,2026-03-11 20:43:00,20:05,2026-03-11,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,26728,VN1825,2026-03-11 10:37:00,10:25,2026-03-11,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,26729,VN502,2026-03-11 10:33:00,10:15,2026-03-11,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,26795,VN106,2026-03-11 06:16:00,06:05,2026-03-11,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,27981,VJ153,2026-03-15 09:28:00,08:10,2026-03-15,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,28063,VJ171,2026-03-15 00:19:00,23:25,2026-03-14,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,28073,VN6025,2026-03-16 23:06:00,23:00,2026-03-16,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,28074,9G895,2026-03-16 23:04:00,22:55,2026-03-16,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,28075,VN243,2026-03-16 23:04:00,23:00,2026-03-16,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,28076,QH283,2026-03-16 22:46:00,22:35,2026-03-16,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,28077,VN267,2026-03-16 22:24:00,22:00,2026-03-16,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,28239,VN257,2026-03-16 10:41:00,10:30,2026-03-16,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,28346,VJ641,2026-01-06 21:58:00,2026-01-06 19:30:00,2026-01-06,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,28347,VU685,2026-01-06 21:45:00,2026-01-06 21:15:00,2026-01-06,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,28348,VN137,2026-01-06 20:49:00,2026-01-06 18:15:00,2026-01-06,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,28349,VJ649,2026-01-06 20:37:00,2026-01-06 20:05:00,2026-01-06,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,28350,VJ639,2026-01-06 19:51:00,2026-01-06 17:15:00,2026-01-06,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,28351,VN7133,2026-01-06 19:17:00,2026-01-06 18:45:00,2026-01-06,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,28352,QH171,2026-01-06 18:47:00,2026-01-06 18:40:00,2026-01-06,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,28353,VJ631,2026-01-06 16:31:00,2026-01-06 15:00:00,2026-01-06,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,28354,VN133,2026-01-06 15:42:00,2026-01-06 15:25:00,2026-01-06,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,28355,VJ635,2026-01-06 14:55:00,2026-01-06 13:30:00,2026-01-06,no_arrival_match,mark_missing_arrival,
HAN->SGN,HAN,SGN,28356,VN129,2026-01-06 14:31:00,2026-01-06 14:00:00,2026-01-06,no_arrival_match,mark_missing_arrival,
HAN->DAD,HAN,DAD,1724,VN6081,2025-12-21 08:25:00,08:15,2025-12-21,no_arrival_match,mark_missing_arrival,
HAN->DAD,HAN,DAD,17994,VJ380,2026-02-12 09:10:00,05:50,2026-02-12,no_arrival_match,mark_missing_arrival,
HAN->DAD,HAN,DAD,18309,9G822,2026-02-13 10:34:00,09:25,2026-02-13,no_arrival_match,mark_missing_arrival,
HAN->DAD,HAN,DAD,18436,VN7193,2026-02-13 00:13:00,21:05,2026-02-12,no_arrival_match,mark_missing_arrival,
HAN->DAD,HAN,DAD,18437,VJ521,2026-02-13 00:10:00,20:50,2026-02-12,no_arrival_match,mark_missing_arrival,
HAN->DAD,HAN,DAD,18526,VJ820,2026-02-14 18:44:00,17:20,2026-02-14,no_arrival_match,mark_missing_arrival,
HAN->DAD,HAN,DAD,18594,VJ825,2026-02-14 14:15:00,09:40,2026-02-14,no_arrival_match,mark_missing_arrival,
HAN->DAD,HAN,DAD,18694,VN1286,2026-02-14 08:02:00,06:00,2026-02-14,no_arrival_match,mark_missing_arrival,
HAN->DAD,HAN,DAD,18859,VJ1264,2026-02-15 19:39:00,15:25,2026-02-15,no_arrival_match,mark_missing_arrival,
HAN->DAD,HAN,DAD,18940,VJ630,2026-02-15 14:56:00,13:10,2026-02-15,no_arrival_match,mark_missing_arrival,
HAN->DAD,HAN,DAD,19476,VN6071,2026-02-17 19:46:00,18:20,2026-02-17,no_arrival_match,mark_missing_arrival,
HAN->DAD,HAN,DAD,19602,VN631,2026-02-17 10:53:00,10:30,2026-02-17,no_arrival_match,mark_missing_arrival,
HAN->DAD,HAN,DAD,19640,VN112,2026-02-17 08:18:00,08:05,2026-02-17,no_arrival_match,mark_missing_arrival,
HAN->DAD,HAN,DAD,20081,VJ3948,2026-02-19 18:36:00,18:05,2026-02-19,no_arrival_match,mark_missing_arrival,
HAN->DAD,HAN,DAD,20492,VN7404,2026-02-20 13:05:00,12:10,2026-02-20,no_arrival_match,mark_missing_arrival,
HAN->DAD,HAN,DAD,20734,VN1186,2026-02-21 18:46:00,18:35,2026-02-21,no_arrival_match,mark_missing_arrival,
HAN->DAD,HAN,DAD,21071,VJ1386,2026-02-22 19:04:00,18:55,2026-02-22,no_arrival_match,mark_missing_arrival,
HAN->DAD,HAN,DAD,21149,VJ1333,2026-02-22 14:00:00,10:50,2026-02-22,no_arrival_match,mark_missing_arrival,
HAN->DAD,HAN,DAD,21452,VJ331,2026-02-23 16:19:00,15:20,2026-02-23,no_arrival_match,mark_missing_arrival,
HAN->DAD,HAN,DAD,21575,VN7466,2026-02-23 08:09:00,07:40,2026-02-23,no_arrival_match,mark_missing_arrival,
HAN->DAD,HAN,DAD,21600,VN1853,2026-02-23 06:35:00,06:20,2026-02-23,no_arrival_match,mark_missing_arrival,
HAN->DAD,HAN,DAD,21765,VJ262,2026-02-24 17:41:00,16:30,2026-02-24,no_arrival_match,mark_missing_arrival,
HAN->DAD,HAN,DAD,21849,VN1464,2026-02-24 12:43:00,11:55,2026-02-24,no_arrival_match,mark_missing_arrival,
HAN->DAD,HAN,DAD,21850,VN7660,2026-02-24 12:40:00,11:55,2026-02-24,no_arrival_match,mark_missing_arrival,
HAN->DAD,HAN,DAD,22124,QH1124,2026-02-25 17:01:00,16:30,2026-02-25,no_arrival_match,mark_missing_arrival,
HAN->DAD,HAN,DAD,22148,VJ876,2026-02-25 15:37:00,15:10,2026-02-25,no_arrival_match,mark_missing_arrival,
HAN->DAD,HAN,DAD,22203,VN1264,2026-02-25 11:51:00,11:10,2026-02-25,no_arrival_match,mark_missing_arrival,
HAN->DAD,HAN,DAD,22287,QH150,2026-02-25 06:36:00,06:15,2026-02-25,no_arrival_match,mark_missing_arrival,
